REP,block,ENTRY,T1,T2,T3,T4
3,1,272,143.8855,49.4035,32.7017,20.0736
4,1,272,152.339,42.9796,28.1453,19.5489
1,1,273,199.4941,38.5258,32.206,19.0391
2,1,273,178.4343,32.584,34.1886,20.3937
3,1,273,177.5202,37.6855,35.7438,19.9058
4,1,273,169.2629,34.9752,38.4108,20.1371
1,1,274,165.4448,43.4123,29.5398,18.3458
2,1,274,175.7112,51.8282,25.1651,22.2915
3,1,274,166.3101,49.6469,30.4751,20.973
4,1,274,166.0358,44.4599,27.7562,19.6667
1,1,275,164.9803,40.2512,40.0251,22.0189
2,1,275,168.0476,39.5904,47.2467,20.5274
3,1,275,174.6724,36.0034,41.4937,25.9584
4,1,275,164.0399,31.4315,40.0297,21.4576
1,1,276,142.3995,33.9632,24.3363,22.6243
2,1,276,152.7102,38.889,25.1551,24.803
3,1,276,152.9092,45.2665,37.8901,21.0811
4,1,276,139.0561,47.0026,25.3158,18.8069
1,1,277,172.8534,44.8066,40.5468,19.7663
2,1,277,169.8655,40.919,43.4639,22.5303
3,1,277,172.1129,47.6275,41.6301,22.8636
4,1,277,170.7659,45.1427,38.7868,22.5236
1,1,278,160.1812,39.8336,31.9757,22.339
2,1,278,152.6975,42.1897,26.8863,20.1507
3,1,278,163.1662,44.5666,32.0148,18.0191
4,1,278,151.1742,37.7276,25.6226,19.8288
1,1,279,179.0417,49.955,34.6308,29.1131
2,1,279,159.2456,46.1537,35.3767,31.1071
3,1,279,154.7395,47.4472,30.9034,28.1171
4,1,279,149.461,45.3973,31.9298,26.7384
1,1,280,169.4671,50.4907,30.6303,22.2467
2,1,280,150.2713,43.386,36.9196,18.4581
3,1,280,136.6043,38.4785,40.0356,21.1827
4,1,280,161.8239,45.4954,30.6732,22.8656
1,1,281,155.7361,39.3763,41.4906,26.5017
2,1,281,145.8136,41.173,37.5891,29.4998
3,1,281,157.84,43.4885,34.4919,24.8076
4,1,281,134.5156,39.8796,36.2054,22.5893
1,1,282,157.2372,34.9647,33.7652,23.93
2,1,282,177.0497,37.5937,30.1456,23.2358
3,1,282,175.6773,32.6977,29.4286,22.041
4,1,282,164.3884,36.188,28.5465,23.319
1,1,283,169.6388,41.5067,29.4015,27.5623
2,1,283,165.8797,36.6481,28.8611,27.4135
3,1,283,184.4331,38.8712,36.1114,27.2841
4,1,283,159.1872,32.531,32.8342,28.5194
1,1,284,161.1332,44.2101,32.1919,23.3467
2,1,284,174.5822,38.8944,35.4711,18.1674
3,1,284,167.1967,44.2465,35.7003,22.8616
4,1,284,158.5941,46.3142,31.3494,22.6325
1,1,285,154.8059,55.8407,21.992,22.7094
2,1,285,155.8908,46.877,32.5844,21.8524
3,1,285,163.9197,53.7004,27.6462,18.2876
4,1,285,155.6133,51.6949,29.2632,22.6043
1,1,286,168.5051,45.2508,35.3987,16.1764
2,1,286,177.9288,34.8193,37.0993,18.4354
3,1,286,168.6724,40.1027,34.821,18.3932
4,1,286,174.7555,46.9073,32.6471,19.054
1,1,287,171.1806,43.3072,40.8528,26.4145
2,1,287,156.5282,34.8741,39.4243,26.5915
3,1,287,186.5625,35.2008,32.955,25.8872
4,1,287,178.8227,51.3217,38.7071,24.4491
1,1,288,167.3877,33.9072,41.2424,21.5035
2,1,288,171.6518,38.1471,35.131,24.5151
3,1,288,174.3743,45.4818,35.8819,22.4653
4,1,288,175.1443,39.6942,36.7701,19.3318
1,1,289,169.2151,43.457,33.5165,23.2343
2,1,289,153.7418,40.6504,28.4583,20.8212
3,1,289,145.2594,44.3275,31.5656,25.4853
4,1,289,155.371,41.9911,34.7343,21.9485
1,1,290,154.2893,44.3225,26.6694,21.2446
2,1,290,159.6393,44.4506,38.1662,17.8249
3,1,290,158.8513,50.4485,33.5145,19.59
4,1,290,150.4148,41.1862,33.096,18.1575
1,1,291,127.9254,57.0614,36.4385,19.1673
2,1,291,127.8743,49.3737,33.3372,20.4711
3,1,291,130.596,49.8427,31.7405,23.8384
4,1,291,140.4443,52.1252,29.1806,20.4002
1,1,292,169.2418,38.6871,32.523,23.1871
2,1,292,168.9038,35.5422,30.7395,25.1286
3,1,292,169.1008,46.3803,31.3668,26.7757
4,1,292,163.373,44.9088,33.438,25.8461
1,1,293,165.2209,43.6137,39.3849,19.2201
2,1,293,179.7369,48.5588,39.6299,18.4613
3,1,293,158.7829,42.6277,33.6935,18.0441
4,1,293,163.319,49.4456,33.9503,19.3645
1,1,294,168.3212,43.4505,31.1638,15.8316
2,1,294,159.9842,40.307,29.8648,17.6689
3,1,294,173.9223,45.9915,32.9511,16.6217
4,1,294,163.8445,42.9117,33.8613,17.0329
1,1,295,152.5625,48.4268,38.07,20.0512
2,1,295,162.0724,46.7343,41.7416,19.0764
3,1,295,157.8485,47.5117,41.4181,20.4548
4,1,295,165.6841,46.9236,44.7237,20.7459
1,1,296,167.411,43.2202,38.9266,19.7155
2,1,296,180.1882,47.548,43.1867,25.1372
3,1,296,167.404,43.8041,39.9129,22.5768
4,1,296,158.2948,43.8527,38.8413,21.7968
1,1,297,143.1579,46.8254,37.1218,23.8862
2,1,297,165.8471,43.8376,32.1797,26.2105
3,1,297,150.0149,38.241,35.0714,21.6512
4,1,297,146.2947,46.2256,39.8911,24.1905
1,1,298,157.0282,45.2929,31.8961,20.8573
2,1,298,158.2364,40.6776,35.1851,20.4301
3,1,298,173.0407,40.2113,37.4295,20.6907
4,1,298,158.9213,44.8901,31.2065,20.2223
1,1,299,144.3066,49.2233,39.7161,19.5652
2,1,299,167.2102,47.578,36.1509,18.8841
3,1,299,166.0769,33.8485,35.4444,19.8344
4,1,299,164.5841,41.059,36.4338,19.22
1,1,300,196.1278,36.0954,40.5719,26.8883
2,1,300,167.4597,36.5526,39.9645,27.3111
3,1,300,169.6785,44.2625,40.9301,26.3649
4,1,300,176.2483,39.7031,39.8882,24.551
1,1,301,151.9783,45.9267,37.6582,20.1157
2,1,301,166.8609,41.6222,28.0017,21.7654
3,1,301,165.1482,44.8081,38.8473,19.3187
4,1,301,184.3504,42.9221,43.801,23.9932
1,1,302,170.4106,49.4979,33.8801,22.4501
2,1,302,157.6413,47.2758,32.6301,22.6787
3,1,302,170.2943,54.4228,38.9951,24.2928
4,1,302,183.7731,48.687,38.6338,23.1512
1,1,303,170.9907,46.7181,32.5496,17.7108
2,1,303,178.6999,52.9245,33.7454,17.5616
3,1,303,169.0369,59.6346,32.6195,19.6366
4,1,303,167.6217,52.1334,32.1772,20.3064
1,1,304,159.5681,46.7431,32.6302,20.2439
2,1,304,156.5018,52.7629,34.4232,16.1006
3,1,304,156.2362,45.4627,33.882,18.4681
4,1,304,163.7042,53.221,38.1494,18.7238
1,1,305,132.1727,48.0846,34.1455,22.1706
2,1,305,147.1999,47.3606,35.678,24.6182
3,1,305,154.2966,49.0558,36.4891,22.6723
4,1,305,166.6861,49.153,27.993,25.9605
1,1,306,152.7798,44.9458,32.3934,20.7505
2,1,306,155.4273,47.3502,29.2615,21.8428
3,1,306,161.5278,47.9283,31.3065,25.0655
4,1,306,156.1242,48.9633,28.9756,20.9406
1,1,307,155.3564,41.5246,35.6318,21.6858
2,1,307,162.4035,45.5135,38.8837,19.8756
3,1,307,169.458,39.8822,39.1847,20.4319
4,1,307,177.0701,38.3453,37.7055,22.1019
1,1,308,169.1502,45.4006,31.1548,23.3337
2,1,308,169.3464,48.7621,34.2611,22.4508
3,1,308,145.5346,48.6532,34.0248,21.1888
4,1,308,151.5842,42.839,42.0017,20.8222
1,1,309,140.9669,56.9302,37.6092,24.9354
2,1,309,135.6332,53.6351,33.3202,25.0602
3,1,309,145.2868,52.9636,35.1568,25.4408
4,1,309,162.0435,47.9969,36.1177,26.5148
1,1,310,161.8639,43.7885,30.1137,23.3655
2,1,310,169.5067,51.6813,33.0806,22.3505
3,1,310,162.1339,39.7927,30.5401,25.2776
4,1,310,162.7226,43.8931,30.372,21.2833
1,1,311,170.9864,55.8919,37.4755,21.2975
2,1,311,167.4521,43.8389,33.6608,24.6431
3,1,311,160.8556,44.2851,32.3018,24.1055
4,1,311,141.3307,51.8413,32.5742,20.1834
1,1,312,149.019,55.5557,29.4119,22.5471
2,1,312,151.4579,53.3225,29.8199,22.0759
3,1,312,174.441,49.1192,34.7186,20.6797
4,1,312,137.4338,42.4103,28.8299,21.3588
1,1,313,191.4522,46.2929,32.5062,24.7915
2,1,313,163.6788,40.478,38.5216,23.9542
3,1,313,161.2358,37.1964,38.9449,23.9612
4,1,313,169.7551,39.256,30.5363,26.7426
1,1,314,169.277,33.8619,39.831,23.4294
2,1,314,148.6427,41.5093,34.5889,23.2601
3,1,314,148.769,45.9844,34.2682,25.7058
4,1,314,161.6308,41.8869,37.6149,22.446
1,1,315,177.7276,48.7412,31.3697,18.5637
2,1,315,164.8905,43.5055,38.4867,25.7378
3,1,315,173.5641,42.6516,35.5322,22.9839
4,1,315,177.636,41.1186,34.5975,25.0755
1,1,316,152.0779,48.0207,31.6753,21.486
2,1,316,160.102,47.0225,35.2875,22.4797
3,1,316,143.3918,44.5192,34.024,22.2054
4,1,316,161.2901,50.1847,34.8475,24.1765
1,1,317,157.0726,42.0433,33.9355,22.1311
2,1,317,153.5297,42.7234,31.629,24.0429
3,1,317,165.4168,42.3408,26.2596,28.4948
4,1,317,144.266,37.8881,31.5796,23.2496
1,1,318,140.1976,50.084,35.7104,23.0897
2,1,318,152.8127,46.5964,36.0426,18.4494
3,1,318,159.0886,52.7717,40.2597,21.6223
4,1,318,169.0253,56.2396,33.3549,20.3942
1,1,319,152.4255,43.3297,29.4628,26.5714
2,1,319,150.6551,39.3138,32.4053,23.5144
3,1,319,152.186,53.2502,33.8276,22.7921
4,1,319,150.6714,51.6113,30.6623,25.5347
1,1,320,156.957,51.0051,37.5696,21.4251
2,1,320,172.2612,39.4604,38.5231,24.0751
3,1,320,174.9582,40.096,35.3317,20.108
4,1,320,173.9451,50.9658,40.6853,21.279
1,1,321,162.3167,37.9632,37.061,24.5094
2,1,321,147.1549,42.4906,36.7571,23.7839
3,1,321,160.5231,42.76,39.0263,23.7499
4,1,321,187.0161,49.6425,37.8823,23.6244
1,1,322,174.0235,47.8424,36.5735,17.9833
2,1,322,173.1632,46.4668,32.6261,18.4493
3,1,322,149.0282,39.8915,30.071,18.9416
4,1,322,155.2399,41.8498,34.612,20.3444
1,1,323,145.4041,43.3394,36.8496,19.9796
2,1,323,172.9749,42.1304,31.1035,18.4702
3,1,323,158.2631,47.0514,36.2803,22.5623
4,1,323,159.761,49.3092,41.0904,19.2271
1,1,324,157.3849,50.0518,26.8813,23.7138
2,1,324,166.7893,42.0284,34.9392,23.966
3,1,324,168.5625,45.2133,32.5762,23.7391
4,1,324,160.1996,57.031,37.3206,20.4342
1,1,325,141.8822,48.0555,27.8691,20.5222
2,1,325,148.5985,48.6419,23.6242,20.2387
3,1,325,149.693,47.9121,23.0703,23.4149
4,1,325,164.366,49.8889,17.2479,20.5747
1,1,326,136.4445,47.1909,31.2861,22.5491
2,1,326,157.6974,47.7054,35.0803,21.4291
3,1,326,144.1833,55.7207,32.9045,21.4522
4,1,326,163.1342,50.8773,30.7038,24.9469
1,1,327,151.9147,38.7217,37.6413,25.9833
2,1,327,147.1803,41.0612,32.9681,26.3741
3,1,327,145.4034,51.6499,32.445,24.564
4,1,327,180.3456,49.211,33.8588,24.6999
1,1,328,157.3872,50.5641,34.5368,15.9577
2,1,328,159.942,51.8352,31.6883,16.633
3,1,328,152.3058,53.6529,31.8623,20.1849
4,1,328,170.6868,49.6658,33.0021,17.2502
1,1,329,149.4502,43.3428,35.6027,20.5352
2,1,329,160.2109,43.401,34.2485,20.246
3,1,329,157.5993,36.1621,28.8249,17.499
4,1,329,175.0128,34.8547,30.2264,19.0588
1,1,330,185.1576,42.7887,37.4049,27.4644
2,1,330,176.5585,45.1547,32.0726,27.6054
3,1,330,171.933,45.0631,36.888,32.3088
4,1,330,186.3124,49.9609,38.785,25.5146
1,1,331,151.0963,37.9018,37.9683,26.3422
2,1,331,175.299,37.5288,35.0647,25.2588
3,1,331,153.9677,38.7157,39.0908,25.7009
4,1,331,166.4709,33.9816,32.8679,25.3742
1,1,332,169.5911,49.0564,30.4442,24.8939
2,1,332,168.2516,45.297,35.1591,21.4368
3,1,332,168.108,43.2754,45.8338,23.6277
4,1,332,182.9712,50.907,34.8376,20.6749
1,1,333,169.7806,52.3144,39.1054,20.9861
2,1,333,161.0354,51.6446,42.4787,24.8702
3,1,333,157.9808,46.6732,35.7798,22.1669
4,1,333,157.6133,47.9892,39.9454,21.2956
1,1,334,163.6435,43.392,31.8844,18.8376
2,1,334,177.7456,44.1922,32.3496,20.9423
3,1,334,174.2199,53.4798,30.3027,18.6991
4,1,334,169.6879,45.4775,30.748,19.0936
1,1,335,166.2257,47.4088,30.8951,22.4096
2,1,335,182.2502,39.7248,39.751,18.9444
3,1,335,155.4523,32.9588,33.2452,25.0826
4,1,335,179.751,34.2891,39.1451,20.6956
1,1,336,164.8824,39.8706,41.9748,20.6364
2,1,336,152.6894,38.2613,39.4489,21.2731
3,1,336,166.0091,41.8267,35.8406,21.5147
4,1,336,156.462,42.2552,39.2904,20.0092
1,1,337,175.5363,52.9023,37.3633,21.9293
2,1,337,141.2953,42.1788,30.7822,21.021
3,1,337,168.4985,46.2457,26.2105,18.5325
4,1,337,152.227,52.9,27.2629,18.8393
1,1,338,140.7585,52.1825,37.3335,20.7868
2,1,338,152.6216,50.2901,31.3183,19.9175
3,1,338,148.2924,44.7528,32.2261,20.2332
4,1,338,146.2658,43.6797,39.4623,18.1521
1,1,339,179.0497,55.2596,27.6919,25.1337
2,1,339,162.9422,48.1346,26.6059,22.6166
3,1,339,157.4935,54.0053,30.2221,22.6193
4,1,339,137.6415,50.3841,29.9497,22.9113
1,1,340,167.1499,56.0453,32.5071,23.1871
2,1,340,155.4264,58.9021,37.1557,25.3888
3,1,340,164.8629,48.8984,36.0758,25.1362
4,1,340,159.6754,47.5599,32.0309,22.4047
1,1,341,167.5546,40.1493,34.5782,25.5681
2,1,341,161.8433,33.7991,36.1573,27.445
3,1,341,177.3924,40.1543,37.1233,29.2687
4,1,341,162.8287,41.7668,30.8122,27.6444
1,1,342,174.7139,45.1004,30.9169,22.2151
2,1,342,164.659,47.7115,28.5557,23.3975
3,1,342,163.0729,53.1447,30.1999,21.5378
4,1,342,145.5405,43.0876,23.381,24.3046
1,1,343,163.0119,43.4203,35.5352,22.1315
2,1,343,168.2476,38.4389,31.006,22.2025
3,1,343,167.5255,45.7966,36.8329,23.3304
4,1,343,176.1595,40.8585,39.4218,24.2022
1,1,344,151.3938,46.6834,31.5621,16.6274
2,1,344,160.061,47.0405,30.4356,18.5333
3,1,344,139.6284,49.8867,27.2222,18.5468
4,1,344,131.9973,49.9913,31.5285,17.051
1,1,345,142.5484,54.0574,30.4131,25.2204
2,1,345,154.0004,53.6317,30.0148,21.258
3,1,345,158.9617,52.3268,31.1906,26.1052
4,1,345,165.2637,47.6617,31.2399,23.3116
1,1,346,142.8922,45.5722,35.7201,19.3703
2,1,346,161.9277,46.0168,38.3419,20.3847
3,1,346,158.8056,53.4161,36.4948,18.5275
4,1,346,158.8749,42.5254,35.4653,19.6294
1,1,347,136.5578,49.7351,31.4526,18.6863
2,1,347,150.3516,48.8437,36.8657,19.1625
3,1,347,141.8051,53.4394,34.9365,18.167
4,1,347,153.9973,51.4677,32.8937,19.6493
1,1,348,164.1572,52.0804,34.2887,22.4995
2,1,348,148.327,39.9625,35.1293,21.6836
3,1,348,161.5109,46.3076,36.8907,22.2304
4,1,348,144.959,44.3936,33.1885,19.0845
1,1,349,163.0024,38.7734,34.4162,17.5567
2,1,349,157.258,37.5889,37.9195,16.7044
3,1,349,180.359,34.834,32.6106,16.7454
4,1,349,166.5242,36.1019,33.0063,17.5501
1,1,350,163.5671,41.0018,33.7435,20.3176
2,1,350,169.8582,42.0921,35.319,21.7137
3,1,350,163.1903,35.2638,33.27,20.1912
4,1,350,179.724,47.3359,36.6199,22.4401
1,1,351,164.2354,35.3793,37.4307,22.3799
2,1,351,180.7444,35.2734,38.5623,21.4877
3,1,351,156.0038,41.1842,42.3232,23.2178
4,1,351,194.164,41.6893,43.7591,17.0577
1,1,352,163.8503,48.5403,33.4701,20.593
2,1,352,143.9648,44.1358,31.3732,20.9884
3,1,352,166.4685,50.7263,35.6872,19.3784
4,1,352,132.4106,40.5835,35.6109,23.5236
1,1,353,184.4306,36.9321,34.5362,20.8915
2,1,353,198.8103,38.964,40.249,19.6481
3,1,353,196.3946,36.1786,38.1318,19.4651
4,1,353,179.0987,40.5499,31.6041,19.6793
1,1,354,150.7739,50.5662,38.7997,17.9377
2,1,354,161.6492,41.6788,34.9605,21.2411
3,1,354,143.1663,44.1294,38.2344,17.9756
4,1,354,152.9027,40.3633,39.1459,19.3853
1,1,355,161.6877,53.0437,33.1971,22.2071
2,1,355,179.0497,52.7741,32.9965,21.312
3,1,355,161.1316,55.2598,28.2727,19.9268
4,1,355,149.4118,43.9097,32.8335,21.2324
1,1,356,165.2791,39.1155,40.5869,17.3293
2,1,356,167.2307,35.5221,43.965,18.5534
3,1,356,178.5127,41.871,39.2786,19.2198
4,1,356,173.3354,41.8812,44.0812,21.4841
1,1,357,147.0367,51.0016,35.454,18.0586
2,1,357,153.2459,45.1058,37.5667,20.7674
3,1,357,148.338,44.5719,42.2731,20.9183
4,1,357,174.1702,41.4831,35.1084,21.763
1,1,358,162.6017,42.4302,32.4354,21.2196
2,1,358,159.6901,53.5124,30.2899,17.766
3,1,358,164.3055,51.9999,36.9442,15.3463
4,1,358,158.7478,52.5983,30.7885,17.9681
1,1,359,173.3264,37.9995,37.6039,20.5922
2,1,359,167.5627,42.1008,38.2062,22.4608
3,1,359,165.4061,40.4964,35.5711,22.2975
4,1,359,158.492,42.1721,44.2644,19.184
1,1,360,166.3989,47.6443,33.9613,24.4259
2,1,360,155.0125,39.6801,31.8651,21.5415
3,1,360,179.1579,48.9921,38.1712,23.8488
4,1,360,173.8616,46.0439,34.607,20.6138
1,1,361,161.9633,44.9959,35.0847,26.9774
2,1,361,159.0225,49.0227,33.5085,23.491
3,1,361,178.6259,41.937,34.1422,24.0469
4,1,361,170.747,52.7938,30.9961,21.2251
1,1,362,150.3683,42.0469,27.0294,21.8092
2,1,362,158.9029,36.9912,31.7579,22.7773
3,1,362,155.0318,40.4974,33.9598,24.4088
4,1,362,155.4101,36.8569,32.2423,25.0507
1,1,363,167.3967,43.1175,42.4922,22.1211
2,1,363,159.3527,39.8413,49.3471,15.9132
3,1,363,157.6256,46.7354,39.8571,20.5174
4,1,363,170.2454,44.4824,38.0005,19.477
1,1,364,153.6173,49.3891,34.2234,20.3288
2,1,364,170.5186,47.5763,38.8911,22.11
3,1,364,154.5327,53.7888,37.7884,22.7929
4,1,364,150.3179,42.1404,40.7605,20.9734
1,1,365,162.813,53.2323,29.3116,16.9127
2,1,365,158.1587,53.6638,27.9416,20.4081
3,1,365,153.0094,45.8941,34.9451,17.6846
4,1,365,163.3171,40.7514,32.4597,18.1589
1,1,366,153.5918,45.8985,35.506,22.5692
2,1,366,157.4993,49.1584,29.8178,23.5638
3,1,366,152.2863,46.0474,27.743,18.9899
4,1,366,176.6328,45.2016,33.3645,22.3227
1,1,367,144.8061,47.1887,31.5938,22.8325
2,1,367,166.0387,48.1402,24.9939,19.1091
3,1,367,163.1393,41.8177,37.9116,23.2489
4,1,367,146.3741,55.8069,29.5347,20.1827
1,1,368,142.9177,37.7931,34.359,22.3864
2,1,368,175.3735,45.4605,32.0445,23.4992
3,1,368,168.1514,48.6056,31.0703,23.2636
4,1,368,151.6643,43.7323,28.1098,27.0855
1,1,369,156.5806,50.7915,28.8471,21.7436
2,1,369,140.6557,55.9383,29.8266,22.6541
3,1,369,157.2262,57.3677,24.414,20.1003
4,1,369,157.6541,52.2361,26.611,22.163
1,1,370,163.2196,31.0327,34.9559,23.1726
2,1,370,186.8194,38.7883,37.9602,26.351
3,1,370,192.3883,38.1148,37.5378,22.6495
4,1,370,170.6692,29.5847,40.6878,23.0776
1,1,371,185.4421,46.9504,33.1107,24.1972
2,1,371,173.0707,40.1494,35.8905,23.4068
3,1,371,181.1653,52.19,34.3462,23.6793
4,1,371,179.6432,42.5003,34.4592,22.1631
1,1,372,162.8587,42.3978,32.0024,25.5234
2,1,372,161.3113,44.8228,29.5419,22.7418
3,1,372,154.9456,50.6591,34.3362,22.7586
4,1,372,154.0939,47.5801,30.4028,24.7051
1,1,373,155.8077,42.889,32.9059,26.1323
2,1,373,161.5536,45.2028,25.772,24.0503
3,1,373,160.8214,40.4813,30.5866,24.9164
4,1,373,163.5374,47.5006,28.0106,23.8047
1,1,374,150.7237,42.1097,31.7148,21.526
2,1,374,152.8821,43.3641,33.1154,21.638
3,1,374,164.27,36.4189,26.3417,20.9287
4,1,374,178.7099,45.6315,35.8877,24.3046
1,1,375,164.696,51.3504,34.8156,25.2445
2,1,375,150.0285,48.7549,38.6198,22.0555
3,1,375,171.6511,55.4341,35.4569,21.754
4,1,375,150.8957,60.7725,36.0037,22.4926
1,1,376,166.2656,50.7915,42.7735,19.2325
2,1,376,146.8206,37.9059,39.7717,17.9745
3,1,376,181.2808,49.75,37.6118,19.5319
4,1,376,176.4885,45.5499,41.938,19.796
1,1,377,167.5342,45.3653,35.3765,26.6135
2,1,377,161.8261,47.2583,38.798,21.4585
3,1,377,191.0786,39.152,31.8379,24.6398
4,1,377,161.8473,41.3366,35.9061,25.2357
1,1,378,184.5689,44.8827,35.1044,26.7019
2,1,378,167.1823,44.1732,39.816,29.5449
3,1,378,170.6598,41.3332,39.4179,27.501
4,1,378,184.0507,40.3753,39.5507,28.3111
1,1,379,166.4663,51.529,34.9625,24.488
2,1,379,163.2856,46.4127,37.8332,25.5071
3,1,379,166.6753,39.0897,33.6985,26.1694
4,1,379,162.0141,47.7719,39.278,24.0252
1,1,380,164.3009,45.67,38.8214,20.7114
2,1,380,177.4508,41.1629,41.9388,21.2275
3,1,380,168.5502,46.8783,33.3073,22.0162
4,1,380,162.0584,39.2614,37.7536,23.7161
1,1,381,173.8723,51.7568,35.8755,20.3956
2,1,381,164.1682,49.2711,37.2198,19.742
3,1,381,158.9548,52.4444,36.9917,17.8707
4,1,381,160.2783,54.3199,40.2991,19.7172
1,1,382,156.2921,47.6325,33.38,19.8404
2,1,382,182.3993,53.2992,30.1981,22.4181
3,1,382,165.528,41.7156,31.1566,21.7037
4,1,382,141.9784,50.2065,35.4387,17.7182
1,1,383,171.8713,41.3001,31.6209,19.0175
2,1,383,162.9478,52.1132,37.8864,16.4831
3,1,383,159.2732,46.1756,36.7049,19.7254
4,1,383,171.5986,45.0803,36.6587,19.2868
1,1,384,146.7021,38.0432,34.7701,19.5899
2,1,384,174.4611,45.001,35.4975,22.4708
3,1,384,185.9444,46.4575,34.7377,21.9047
4,1,384,185.3603,40.1953,36.017,21.2173
1,1,385,170.5719,54.5752,43.1493,22.1655
2,1,385,163.6976,41.0021,39.991,23.1199
3,1,385,177.4908,37.6636,36.2216,21.1938
4,1,385,151.0816,40.7272,38.0174,19.4567
1,1,386,165.6108,46.8747,34.6508,26.4262
2,1,386,194.4989,45.2038,42.9892,27.3768
3,1,386,177.9592,42.85,39.485,28.907
4,1,386,165.0287,36.622,38.1107,26.1529
1,1,387,168.7975,42.5602,28.7436,23.6726
2,1,387,173.2806,47.147,31.4438,21.1715
3,1,387,167.9187,42.0323,29.7852,22.7954
4,1,387,170.0499,47.0591,35.1593,23.2386
1,1,388,168.153,42.1932,36.6879,21.2968
2,1,388,159.2405,33.8971,41.4405,22.4056
3,1,388,191.7291,39.1328,41.0688,25.8019
4,1,388,155.9344,40.6799,33.6623,24.4473
1,1,389,148.9748,42.9052,35.1534,20.3101
2,1,389,146.0293,46.1742,34.3672,22.773
3,1,389,184.906,37.525,32.495,21.7061
4,1,389,175.6897,40.8965,36.4355,25.032
1,1,390,160.2848,43.5075,36.8097,15.3231
2,1,390,162.6369,50.9419,31.7092,18.2005
3,1,390,184.2129,45.9309,33.2206,19.5634
4,1,390,156.967,47.3371,29.328,18.8176
1,1,391,140.5764,44.5794,31.7979,21.3305
2,1,391,164.2301,51.8588,33.1303,18.7414
3,1,391,175.9516,43.7852,43.8444,21.9737
4,1,391,171.4222,40.9637,34.8657,22.0836
1,1,392,169.7344,48.7108,37.1885,21.2235
2,1,392,161.0878,45.8009,28.0378,22.0154
3,1,392,173.5152,54.6622,28.5095,23.2956
4,1,392,169.3995,53.399,36.4598,19.3273
1,1,393,156.4003,43.4984,31.7719,21.5114
2,1,393,167.6822,50.6372,36.408,24.3283
3,1,393,176.8835,48.8547,32.2244,25.0362
4,1,393,172.4029,50.5079,34.4079,24.0702
1,1,394,162.6546,41.9006,36.1215,22.9416
2,1,394,167.9098,38.6452,33.709,24.5208
3,1,394,156.9219,36.6301,34.5975,23.856
4,1,394,177.1597,45.7038,36.5071,26.3528
1,1,395,152.9716,46.0226,36.0321,23.9807
2,1,395,156.4877,49.2336,35.1599,23.4983
3,1,395,165.9647,44.6188,35.6446,23.6113
4,1,395,163.8654,51.6375,30.8693,26.9093
1,1,396,152.1703,47.7932,36.2063,18.4088
2,1,396,152.9272,51.1183,33.0075,20.9772
3,1,396,163.3882,47.5757,28.7172,21.243
4,1,396,155.318,45.4404,27.64,19.1057
1,1,397,159.8158,37.2498,30.3358,25.1644
2,1,397,172.5087,39.0995,28.3443,25.2429
3,1,397,159.2883,35.1719,30.1831,21.4344
4,1,397,162.1896,27.4085,35.1752,21.315
1,1,398,145.0569,50.9216,25.5983,21.1801
2,1,398,141.0857,57.1217,25.7708,18.2454
3,1,398,133.9614,45.8952,31.5787,22.2843
4,1,398,132.6411,54.1194,24.9856,20.5779
1,1,399,172.4823,45.1657,37.558,21.4786
2,1,399,169.2758,36.4869,33.636,22.5826
3,1,399,160.3201,42.3307,37.2865,24.8949
4,1,399,171.3869,45.0584,34.7842,23.7762
1,1,400,176.3878,42.1493,29.3013,23.6859
2,1,400,148.1045,48.1971,30.428,25.542
3,1,400,163.7008,48.4432,33.133,23.1347
4,1,400,171.0368,41.0472,20.9636,21.5722
1,1,401,133.2043,40.4962,34.631,19.588
2,1,401,151.9479,47.1909,29.5535,19.2367
3,1,401,160.4194,51.9411,28.0367,20.1418
4,1,401,170.1862,38.4282,35.4401,16.9998
1,1,402,167.7711,41.4882,39.758,25.3144
2,1,402,161.8325,38.8805,40.27,26.3535
3,1,402,171.5311,40.3614,38.6959,23.2864
4,1,402,156.5134,46.1167,38.0226,24.8532
1,1,403,148.7819,45.6148,37.1416,22.5599
2,1,403,155.1357,48.8237,31.1108,21.3137
3,1,403,167.4232,42.8447,38.1638,21.9763
4,1,403,145.7537,36.965,35.3191,23.9522
1,1,404,160.2185,45.8581,40.24,22.5789
2,1,404,152.7374,42.3355,38.0201,19.4992
3,1,404,167.1095,36.3126,38.5451,24.8809
4,1,404,171.9226,45.8168,46.7445,22.0856
1,1,405,145.2024,46.8316,28.2068,24.0167
2,1,405,149.3185,40.0916,39.6325,27.172
3,1,405,161.5808,40.7558,35.1702,25.4221
4,1,405,151.5182,48.1852,33.4247,26.2003
1,1,406,167.6965,49.51,41.7193,22.4341
2,1,406,172.6544,44.8057,39.3118,19.5239
3,1,406,157.9971,45.6798,39.0928,22.8755
4,1,406,156.4401,40.6846,35.3259,20.2505
1,1,407,170.9008,45.9725,33.6327,21.4215
2,1,407,163.1655,51.4467,36.6825,20.1839
3,1,407,160.4353,50.6422,32.6707,19.9728
4,1,407,145.0584,40.8181,37.4655,21.2444
1,1,408,176.0771,35.6265,38.5969,17.541
2,1,408,165.2125,44.2262,37.7452,18.4345
3,1,408,165.4299,42.0394,36.6431,20.5805
